user_id,color,signup_date,revenue,is_churn
0,Blue,2020-01-01,0.9385361799537182,1
1,Blue,2020-01-02,6.020242861835042,1
2,Red,2020-01-03,2.6334913870908987,0
3,Red,2020-01-04,1.8258851075519065,1
4,Green,2020-01-05,0.33924974092469257,0
5,Red,2020-01-06,0.33919258382921036,1
6,Blue,2020-01-07,0.11967753721736135,0
7,Blue,2020-01-08,4.022461728959879,0
8,Red,2020-01-09,1.838164307254529,0
9,Blue,2020-01-10,2.4625001234091806,1
10,Blue,2020-01-11,0.041598615998277244,1
11,Red,2020-01-12,7.007114950316624,0
12,Red,2020-01-13,3.57285908670935,1
13,Blue,2020-01-14,0.477375250497894,0
14,Blue,2020-01-15,0.4013579774993267,0
15,Blue,2020-01-16,0.4052228456645141,1
16,Green,2020-01-17,0.7255074589209543,1
17,Green,2020-01-18,1.487855661721709,0
18,Green,2020-01-19,1.1310741335606733,1
19,Red,2020-01-20,0.688445985107883,1
20,Green,2020-01-21,1.8927417477995974,0
21,Red,2020-01-22,0.30046905745467734,0
22,Red,2020-01-23,0.6910310240048045,1
23,Green,2020-01-24,0.9125544364416941,0
24,Green,2020-01-25,1.21786937571955,0
25,Green,2020-01-26,3.075872022061824,1
26,Blue,2020-01-27,0.4454717242573806,0
27,Green,2020-01-28,1.4440583100662554,0
28,Blue,2020-01-29,1.7950094426195211,1
29,Red,2020-01-30,0.09512769951281709,1
30,Blue,2020-01-31,1.8706660412992202,0
31,Green,2020-02-01,0.37392250395483284,0
32,Red,2020-02-02,0.13452786175860848,1
33,Red,2020-02-03,5.947375587013862,1
34,Red,2020-02-04,6.741260684922345,1
35,Blue,2020-02-05,3.3046631456257534,1
36,Green,2020-02-06,0.7265757199375166,0
37,Red,2020-02-07,0.20555463000501248,1
38,Red,2020-02-08,2.3055015261973235,1
39,Red,2020-02-09,1.1601816851707967,0
40,Blue,2020-02-10,0.2603044679088973,1
41,Blue,2020-02-11,1.3670944562683003,0
42,Green,2020-02-12,0.06998744288695817,1
43,Blue,2020-02-13,4.800845774786048,1
44,Red,2020-02-14,0.5989155536813722,1
45,Green,2020-02-15,2.1725115971299607,0
46,Red,2020-02-16,0.7470931633152473,0
47,Red,2020-02-17,1.4682217918184572,1
48,Blue,2020-02-18,1.582447595963595,0
49,Green,2020-02-19,0.4087771990158115,0
50,Blue,2020-02-20,6.985614265472453,0
51,Blue,2020-02-21,2.9844907542762815,0
52,Green,2020-02-22,5.610188838583165,0
53,Red,2020-02-23,4.504303995068393,0
54,Red,2020-02-24,1.82210882476655,1
55,Green,2020-02-25,5.09887075853881,1
56,Red,2020-02-26,0.18531091790623125,0
57,Green,2020-02-27,0.4362693892625349,1
58,Green,2020-02-28,0.09256393137366391,1
59,Blue,2020-02-29,0.7870641736061736,1
60,Green,2020-03-01,0.9842605835884372,1
61,Blue,2020-03-02,0.6331208864176514,0
62,Red,2020-03-03,3.529115730481868,1
63,Red,2020-03-04,0.8824539990597403,1
64,Red,2020-03-05,0.6596056802684984,0
65,Red,2020-03-06,1.564814166415492,0
66,Blue,2020-03-07,0.3037962956412577,1
67,Red,2020-03-08,3.2409671915494624,1
68,Green,2020-03-09,0.15495173762261802,1
69,Green,2020-03-10,8.66829267917464,1
70,Green,2020-03-11,2.958967552483023,1
71,Blue,2020-03-12,0.4430788810117719,1
72,Red,2020-03-13,0.01107484075187095,0
73,Red,2020-03-14,3.379793554972252,1
74,Red,2020-03-15,2.4541918147740893,1
75,Blue,2020-03-16,2.611325817575998,0
76,Green,2020-03-17,2.950429052087027,0
77,Green,2020-03-18,0.1538585310275927,0
78,Red,2020-03-19,0.887785344832465,0
79,Green,2020-03-20,0.2463002092088993,1
80,Green,2020-03-21,3.9770591433164455,1
81,Blue,2020-03-22,1.9526023834247481,1
82,Blue,2020-03-23,0.803637602502602,1
83,Blue,2020-03-24,0.13133613160956578,1
84,Blue,2020-03-25,0.7449767008207074,1
85,Red,2020-03-26,0.7866284263682627,0
86,Blue,2020-03-27,2.6157515679154817,1
87,Green,2020-03-28,2.02977871785204,0
88,Red,2020-03-29,4.3645038248030295,0
89,Green,2020-03-30,1.2781322667526196,1
90,Green,2020-03-31,0.2547447872310038,0
91,Green,2020-04-01,2.498252688633199,1
92,Blue,2020-04-02,2.860785506153728,0
93,Blue,2020-04-03,1.6477749897716576,1
94,Red,2020-04-04,2.947779933442729,0
95,Red,2020-04-05,1.3616294630205559,1
96,Blue,2020-04-06,1.479357677554534,1
97,Green,2020-04-07,1.1156283878168547,1
98,Red,2020-04-08,0.05149554798022746,1
99,Blue,2020-04-09,0.22833487038373168,1
