user_id,category,score_1,score_2,revenue
0,C,55.821227947130396,18.377545210855533,1621.7656859587278
1,A,58.87748459593357,18.970666414522476,1266.3293845244311
2,C,58.94332330108762,12.79979276158101,1778.5095710283897
3,C,57.54997797244736,25.9536362805682,1828.7811507990486
4,A,47.928341098954256,26.496984071322437,1554.7426640816243
5,A,43.7652260501504,15.664269219752233,1767.922457797402
6,C,34.91846710452517,23.088204227555725,1083.8183178180723
7,B,60.9964697578482,26.08535398490055,1978.7078571288512
8,C,48.22267878729345,21.131441347494373,1336.0785072270037
9,C,45.896166913136994,24.237007162883195,1202.977722478744
10,C,61.79716344700701,20.874165059957356,1570.493242228736
11,C,41.017920605443216,13.915725538203805,1784.5803421488931
12,A,58.347954192304286,25.246736961604327,1579.5911137431333
13,C,52.96561384328971,26.625528307571003,1343.137807120681
14,B,39.621701234845176,23.672505324400227,1137.2285174524798
15,A,49.241962549718146,15.227513690192897,1471.3959245478986
16,B,59.72963533755787,16.24410287668036,1198.304039064049
17,B,57.95595463895942,14.34785973439735,1319.520978070906
18,B,64.95434252883473,23.849886799653966,1958.156955660164
19,B,53.3818125199332,26.34194761201951,1798.4708866295791
20,A,83.72296253626672,22.12243122028225,1811.5471960547256
21,A,40.79609194932624,24.702677924810047,1314.827965242353
22,B,46.01361609984799,15.661794550103128,1471.8379414598487
23,B,49.39135912525254,20.72930926214155,1963.5129769425898
24,A,35.81249541408597,13.150644716418517,1439.1200558949647
25,A,60.42491617339421,16.141096252533707,1786.1967967259056
26,A,59.035324906258424,24.393367740954478,1549.861743896274
27,C,50.1900033106215,18.802027459030953,1514.079354529647
28,C,44.65583546326495,26.04690985343317,1575.9908939900583
29,C,35.049461291856645,22.689800018459977,1375.7135784833722
30,B,42.1074167130208,33.67211079530871,1041.5987706324765
31,C,57.43711283771227,20.468827150759733,1830.4792807126155
32,B,47.87838578288373,12.967973664092256,1355.7571222745712
33,B,45.73131205960277,19.827351719525957,1879.5766489192779
34,C,55.01448331524805,15.184921869669367,1687.5145357056747
35,B,61.58186652932028,24.885900004065366,1630.013148421152
36,C,52.571168700562794,20.209900322350116,1613.5771150263147
37,C,53.145128958631716,19.31364091451092,1509.7517118736146
38,A,63.718621335497765,19.379338055591703,1539.8996601445056
39,C,51.755532939548324,23.701704089738694,1559.0749816526272
40,A,46.90711453555422,17.737688838276654,1646.0692387928755
41,C,56.73125502773975,23.88524897451804,1474.4066005484037
42,C,47.433698173074454,25.227855841731586,1349.8895487494888
43,A,46.321742758672386,18.289291436973095,1392.119699403452
44,A,62.73733620139556,15.36976690394261,1817.7755807832946
45,C,47.0804732917438,17.435173411821893,1761.3147824099121
46,B,23.4482395243653,23.550546201819767,1306.8851776321471
47,A,53.45517943888766,20.462394357755485,1650.8146211960216
48,B,46.044835484197066,23.150374693005038,1334.508183388948
49,B,47.10863143530058,28.814687361516143,1646.4372443434709
50,B,54.52936326533509,21.154768614725665,1655.6410347463657
51,A,48.33939091648935,15.955315543048194,1341.3683175793967
52,B,52.14938830094755,25.287117544311883,1163.9595606231192
53,A,29.77685066804265,20.256804297398176,1053.6544858240557
54,B,40.56943191532738,24.362235788302264,1271.8537735170312
55,C,64.03958738659293,25.33099272048869,1872.7833374152842
56,C,49.8144919548836,15.204959517866106,1808.716874716701
57,A,33.26495378009777,26.910023020859715,1244.745962706122
58,C,39.27468165564342,24.525609799782796,1311.163746002175
59,C,40.0741382059681,16.980478137577357,1453.0659932541741
60,B,51.023476825496665,21.522245599354264,1512.6640700696116
61,A,45.67390719451987,21.286037454900534,1642.9258887400144
62,B,43.40817697563522,20.119659072329185,1329.4441510389304
63,B,50.039373044314026,24.359569944061963,1690.22232799934
64,B,54.77754099433527,27.186781641667636,1499.9304503694016
65,B,47.409713552611095,20.03653186370316,1644.892077739682
66,B,44.252907923866005,26.654406639860426,1388.3209867809514
67,B,45.78501779660117,24.94101305252056,1335.231241384336
68,B,53.39820964186644,21.161480790882024,1916.4456243866584
69,A,49.92619850055427,20.880904610261606,1712.3074015149264
70,C,57.67296838706404,14.237173141699925,1218.3206638435975
71,B,38.50207422505642,12.496158033964129,1295.6660398925826
72,B,42.24663894043056,20.825113990546694,1663.4509737600204
73,B,57.73140855889249,15.72035541085316,1337.9819917462205
74,B,41.98172156650306,19.801819289801905,1573.952881569653
75,B,63.84015718932678,17.32668629074968,1771.812792587226
76,B,64.05205305878188,11.057517475097518,1500.6912149694354
77,C,63.92325753491903,21.78652270968317,1637.4691661000288
78,C,41.19359181470231,17.92734097305054,993.9323684209671
79,B,50.76894948584572,20.400993562704073,1861.775798171801
80,C,45.06567517796673,15.534398631853884,1388.838249940283
81,A,59.23162608341953,18.325913763026332,1753.078871109447
